id,raw_text,clean_text,stratum,brand_reply_actual,true_intent,true_action,notes
golden_098,@AppleSupport imma need y’all to fix this “I.T” thing . cause i’m about tired . keyboard shortcut trick doesn’t work 🤷🏽‍♀️,imma need y’all to fix this “I.T” thing . cause i’m about tired . keyboard shortcut trick doesn’t work 🤷🏽‍♀️,stratified_low_confidence,@134149 That is certainly not the experience we want you to have. Which iOS version is your device running? https://t.co/GDrqU22YpT,,,
golden_099,When/why did apple silently get rid of the area in settings that allowed you to edit the settings of downloaded Apps? @AppleSupport,When/why did apple silently get rid of the area in settings that allowed you to edit the settings of downloaded Apps?,stratified_low_confidence,@150206 Hi there. We're here to help you. Could you tell us which settings specifically that you're trying to edit? We'll do our best to get you pointed in the right direction.,,,
golden_100,@AppleSupport @116333 @123857  Should I be concerned yet? My iPhone X left China and went to Hong Kong and hasn’t left yet I live in LA,Should I be concerned yet? My iPhone X left China and went to Hong Kong and hasn’t left yet I live in LA,stratified_low_confidence,@123856  Our Online Store team is best suited to help with your question. You can reach them here: https://t.co/8yjRd1Xo0i,,,
golden_101,"@AppleSupport Apple logo. Won’t know it’s turned off till I check, then have to turn back on","Apple logo. Won’t know it’s turned off till I check, then have to turn back on",stratified_low_confidence,@126090 Thanks. Please send us a DM and we'll continue this there. https://t.co/GDrqU2kzhr,,,
golden_102,For those that have been wondering. @AppleSupport why are y’all punishing us for using pronouns!? https://t.co/rwpj6LqUce,For those that have been wondering. why are y’all punishing us for using pronouns!?,stratified_low_confidence,@123676 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,,,
golden_103,"@AppleSupport If you don’t follow me we cannot DM. I’ve said this preciously, but you wont follow. So this is just talk.","If you don’t follow me we cannot DM. I’ve said this preciously, but you wont follow. So this is just talk.",stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_104,@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t,Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support!,stratified_low_confidence,@115866 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT,,,
golden_105,"Thanks @AppleSupport, for following up on the camera issue. It is highly appreciated. Hope you will continue to support in the same way.","Thanks , for following up on the camera issue. It is highly appreciated. Hope you will continue to support in the same way.",stratified_low_confidence,@123516 Our pleasure! Let us know if you have further questions &amp; we'll be glad to help.,,,
golden_106,@AppleSupport Thank you! My friend spotted this. I didn't realise it wouldn't automatically do the latest one. Thanks for replying-will do when get wifi😀,Thank you! My friend spotted this. I didn't realise it wouldn't automatically do the latest one. Thanks for replying-will do when get wifi😀,stratified_low_confidence,@125148 Awesome! Let us know how it goes.,,,
golden_107,@AppleSupport my shit not updating,my shit not updating,stratified_low_confidence,@130034 We want to help. What device is having issues updating? What is the currently installed operating system?,,,
golden_108,@AppleSupport 1+2+3=23 https://t.co/cSgahr4x35,1+2+3=23,stratified_low_confidence,@119049 Lets look into this for you. Send us a DM with your exact iOS version to get started. https://t.co/GDrqU22YpT,,,
golden_109,"@AppleSupport Correct. I went to take a photo just now, and Live was set to on and flash to Auto even though they had both previously been turned off.","Correct. I went to take a photo just now, and Live was set to on and flash to Auto even though they had both previously been turned off.",stratified_low_confidence,@141452 Please DM us to continue. Thank you. https://t.co/GDrqU22YpT,,,
golden_110,@AppleSupport completed a run today and my Thanksgiving badge hasn’t shown up :( Any advice? https://t.co/m7pNq5OtOO,completed a run today and my Thanksgiving badge hasn’t shown up :( Any advice?,stratified_low_confidence,@142182 Let's have a closer look. Please DM us. https://t.co/GDrqU22YpT,,,
golden_111,"@AppleSupport My alarm keeps switching its self off at night, air plane mode, blue tooth are all turned on. Videos are playing, photos being taken and Snapchat messages being sent all while I’m asleep. What is going on?","My alarm keeps switching its self off at night, air plane mode, blue tooth are all turned on. Videos are playing, photos being taken and Snapchat messages being sent all while I’m asleep. What is going on?",stratified_low_confidence,"@135088 That certainly isn't expected behavior, and we'll want to figure out what's going on. Send us a DM with the exact iOS version currently installed on your device and we'll go from there. https://t.co/GDrqU22YpT",,,
golden_112,"Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also @AppleSupport https://t.co/QKwvTLtiN7","Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also",stratified_low_confidence,"@115861 You're in the right place; we'll do all we can to help. To start, let us know what iOS version is installed via DM: https://t.co/GDrqU22YpT",,,
golden_113,@AppleSupport Hi replying to your tweet. Thank you,Hi replying to your tweet. Thank you,stratified_low_confidence,@116962 You're welcome. Can you tell us which software version is currently running on your phone? Click here to connect with us in DM and we'll pick up there. https://t.co/GDrqU22YpT,,,
golden_114,What is this I️ shit? @AppleSupport @115858 it’s keeps switching to A ?,What is this I️ shit? it’s keeps switching to A ?,stratified_low_confidence,@128504 We'd like to look into this with you. Please DM us your current country and iOS version. https://t.co/GDrqU22YpT,,,
golden_115,@AppleSupport So I sent you a DM and didn’t get a response. Are you actually willing to help or just trying to take it offline? Software upgrade was done,So I sent you a DM and didn’t get a response. Are you actually willing to help or just trying to take it offline? Software upgrade was done,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_116,"@AppleSupport my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄","my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄",stratified_low_confidence,@138974 We want to help you with managing your storage on your iPhone. Your iPhone is able to show you information on the storage being used and make recommendations to optimize your storage usage. Please check out more on how to clear that space here: https://t.co/0yFHFRYSnX,,,
golden_117,"@AppleSupport Thanks, I did! You rock!!!","Thanks, I did! You rock!!!",stratified_low_confidence,@150578 Happy to help. We wish you a great holiday season. Take care!,,,
golden_118,@AppleSupport No tried that a few times... it’s an audiobook but it’s just frozen in the title page,No tried that a few times... it’s an audiobook but it’s just frozen in the title page,stratified_low_confidence,"@149735 OK thanks for trying that. What version of the iOS software do you currently have installed on your device? You can find this in Settings &gt; General &gt; About. 

Please meet us in DM with this information and we will continue to work together. https://t.co/GDrqU22YpT",,,
golden_119,@AppleSupport Jk its still not working I turned my auto correct off now.,Jk its still not working I turned my auto correct off now.,stratified_low_confidence,"@122932 If you'd like us to help further with this issue, just send us a DM, and we'll work on it with you. https://t.co/GDrqU22YpT",,,
golden_120,@AppleSupport Thanks! Reported!,Thanks! Reported!,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_121,@115858 @115858 @AppleSupport If your reps are going to be calling from international numbers you better be ready tonpay those international tolls,If your reps are going to be calling from international numbers you better be ready tonpay those international tolls,stratified_low_confidence,@128497 We'd like to see how we can help with this. Please connect with us in DM and we'll get started: https://t.co/GDrqU22YpT,,,
golden_122,@AppleSupport Any idea why I didn’t get my October badge? Normally it’s right away. https://t.co/JbExZejOS0,Any idea why I didn’t get my October badge? Normally it’s right away.,stratified_low_confidence,@129593 Thanks for reaching out.  Awards can take up to 9 days to show up.  Here is more information:  https://t.co/xwf6lrIgzJ,,,
golden_123,@AppleSupport @118721 @115948 why am I having trouble downloading #FridayOnElmStreet,why am I having trouble downloading #FridayOnElmStreet,stratified_low_confidence,"@151805 Hey there. We'd love to help. First off, what do you see when you try to download that album? What type of device are you using? Let us know. We'll figure it out.",,,
golden_124,@AppleSupport version - 11.1.1(15B150),version - 11.1.1(15B150),stratified_low_confidence,"@132417 Since you're running an older version of iOS, we recommend updating to iOS 11.1.2 and seeing if the behavior persists. Prior to doing so, we encourage you to create a data backup. Here's an article to help you create one: https://t.co/4f8hwT5to6",,,
golden_125,ok @115858 I love that app too… cc. @AppleSupport https://t.co/DPDvkwctMZ,ok I love that app too… cc.,stratified_low_confidence,@127414 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,,,
golden_126,@AppleSupport I can not find an option to get it there. It was just always there when playing.,I can not find an option to get it there. It was just always there when playing.,stratified_low_confidence,@115870 DM us the specific iOS version you are running currently and we'll continue there. https://t.co/GDrqU22YpT,,,
golden_127,@AppleSupport I’ve checked and it’s available in my region ... still not working!,I’ve checked and it’s available in my region ... still not working!,stratified_low_confidence,@149687 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,,,
golden_128,@AppleSupport Once I removed two step authentication it all went back to normal - thanks for responding,Once I removed two step authentication it all went back to normal - thanks for responding,stratified_low_confidence,@125180 We're here to assist if you need assistance in the future.,,,
golden_129,"😒Yo @AppleSupport my iPhone 7 has been acting up ever since yesterday, it’s actually stuck on “searching”. I’ve tried almost everything, rebooting + airplane mode but there’s no change. What’s even worse is that it can’t even connect to WiFi now😭. PLEASE HELP!💔","😒Yo my iPhone 7 has been acting up ever since yesterday, it’s actually stuck on “searching”. I’ve tried almost everything, rebooting + airplane mode but there’s no change. What’s even worse is that it can’t even connect to WiFi now😭. PLEASE HELP!💔",stratified_low_confidence,@149736 Hi. We are here to help. Have their been any recent changes to your device? What is your iOS version?,,,
golden_130,@118363 @AppleSupport @118361 @907 Girl wtf?!?! Dis tew much 😰,Girl wtf?!?! Dis tew much 😰,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_131,@AppleSupport Yes and yes,Yes and yes,stratified_low_confidence,@153209 We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT,,,
golden_132,My worst fear came true... my iPhone alarm isn’t working and never went off this morning  @AppleSupport,My worst fear came true... my iPhone alarm isn’t working and never went off this morning,stratified_low_confidence,"@121044 Hello. We are here to help. Has this happened previously. Also, what is your iOS version?",,,
golden_133,"I’m trying to type it not fuckin I.T, your product is absolute garbage. Figure it out. @115858 @AppleSupport","I’m trying to type it not fuckin I.T, your product is absolute garbage. Figure it out.",stratified_low_confidence,"@134527 Let's take a closer look at this to get your device working right. Which model do you have and what's the exact OS version number installed?

Have you tried any steps so far and when did this start happening?",,,
golden_134,@AppleSupport This started a few months ago. I tried safe mode and had no success,This started a few months ago. I tried safe mode and had no success,stratified_low_confidence,@121005 Let's dig further in via DM to see what we can figure out. Are you able to access iTunes and the iTunes store fully? https://t.co/GDrqU22YpT,,,
golden_135,@AppleSupport Seems to be ok now. Thanks,Seems to be ok now. Thanks,stratified_low_confidence,@121933 That is great news! Please reach out if you need further assistance.,,,
golden_136,"@AppleSupport Working fine after that day.
thank you",Working fine after that day. thank you,stratified_low_confidence,@151390 Excellent! We're glad to hear it's all been sorted out.,,,
golden_137,@AppleSupport Thanks. I’ve done those steps and still not responded the problem,Thanks. I’ve done those steps and still not responded the problem,stratified_low_confidence,@142507 Are you able to try on a different Wi-Fi network? Let us know in DM. https://t.co/GDrqU22YpT,,,
golden_138,"Great! My Ipad has died, it won't turn on @AppleSupport","Great! My Ipad has died, it won't turn on",stratified_low_confidence,@121933 We'd like to help! Try the steps in this article: https://t.co/8MvHMFZ83h Let us know what happens.,,,
golden_139,"@AppleSupport 

My iphone just randomly shut off &amp; when I turned it back on it deleted all of my photos...",My iphone just randomly shut off &amp; when I turned it back on it deleted all of my photos...,stratified_low_confidence,@132699 We'd love to help look into this and get you back in action. Can you send us a DM with some additional details? https://t.co/GDrqU22YpT,,,
golden_140,"So at midnight my phone just went blank, spun the wheel,and asked me to enter my passcode ...wtf @AppleSupport since os 11 this randomly :(","So at midnight my phone just went blank, spun the wheel,and asked me to enter my passcode ...wtf since os 11 this randomly :(",stratified_low_confidence,@123061 Let's take a look at this further for you. Reach out to us in DM with more information. https://t.co/GDrqU22YpT,,,
golden_141,@AppleSupport i dm-ed you like a few hours ago...?,i dm-ed you like a few hours ago...?,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_142,@AppleSupport Thank you!  Will DM,Thank you! Will DM,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_143,"@AppleSupport heb half jaar nieuwe #MacBook en dan dit probleem met #toetsenbord. Contact gehad met jullie supportchat. Zij kunnen niets doen, advies: MacBook opsturen, 4-6 weken kwijt, onduidelijk of t in garantie is. Ik kan MacBook niet zo lang kwijt. Weten jullie meer?","heb half jaar nieuwe #MacBook en dan dit probleem met #toetsenbord. Contact gehad met jullie supportchat. Zij kunnen niets doen, advies: MacBook opsturen, 4-6 weken kwijt, onduidelijk of t in garantie is. Ik kan MacBook niet zo lang kwijt. Weten jullie meer?",stratified_low_confidence,@135070  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,,
golden_144,@AppleSupport pls help,pls help,stratified_low_confidence,@122944 We'll do all we can to help out. Please DM us more about what's going on. https://t.co/GDrqU22YpT,,,
golden_145,@AppleSupport suspect fraud for you to look into #fraud #crime #dontfallforit https://t.co/hbQ7PGl3bV,suspect fraud for you to look into #fraud #crime #dontfallforit,stratified_low_confidence,@123699 We can help. This looks like a phishing attempt. See how to handle and report these here: https://t.co/6Ye6EtSytB,,,
golden_146,"@AppleSupport Yes ofcourse, iphone 6s version 11.1.2 (15B202)","Yes ofcourse, iphone 6s version 11.1.2 (15B202)",stratified_low_confidence,"@138153 Go ahead and DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",,,
golden_147,"@AppleSupport Yes, and I️t happens in iMessage as well.","Yes, and I️t happens in iMessage as well.",stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_148,"@AppleSupport When I call the 1-800 My iPhone, the recording states “Due to the holiday, we’re offering limited product support. You will need an extended hours agreement.”","When I call the 1-800 My iPhone, the recording states “Due to the holiday, we’re offering limited product support. You will need an extended hours agreement.”",stratified_low_confidence,"@141089 We can definitely understand the confusion. We at this channel can help resolve your issue. Due to the holiday our phone support is closed for the day. If you would like to work with us, hit the DM link and we'll get started. https://t.co/GDrqU22YpT",,,
golden_149,"@AppleSupport False alarm in Apple Watch , without using Apple Watch send elevated heart rate notification. How come ? Is it known issue in Apple Watch . I m using series one Watch .","False alarm in Apple Watch , without using Apple Watch send elevated heart rate notification. How come ? Is it known issue in Apple Watch . I m using series one Watch .",stratified_low_confidence,@137159 Let's take a look at this for you. Are you getting the heart rate notification when you are wearing your Apple Watch? What do you have chosen for the BPM for Elevated Heart Rate? Take a look at this article on how to locate that: https://t.co/s7Dmxg9F3H,,,
golden_150,@AppleSupport I already solved the issue but unfortunately my number was out of service around 3 hours,I already solved the issue but unfortunately my number was out of service around 3 hours,stratified_low_confidence,@150604 We're glad to hear it's now been sorted. We're live on Twitter between 5 AM and 8 PM Pacific time. Reach out if we can be of further service.,,,
golden_151,"@AppleSupport mate, I lost a song that I buy, I don't know how it happen, can I get it back?","mate, I lost a song that I buy, I don't know how it happen, can I get it back?",stratified_low_confidence,@144017 We'd love to help get your purchased song back with these steps: https://t.co/I39AyMJNgb,,,
golden_152,@AppleSupport Click app - blank page,Click app - blank page,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_153,@AppleSupport So how many attempts do I get and what happens if i Enter the wrong code???,So how many attempts do I get and what happens if i Enter the wrong code???,stratified_low_confidence,"@121036 After attempting so many tries to enter the Restrictions passcode, your device will prompt you to wait an extended time before letting you try again.",,,
golden_154,@115858 @AppleSupport @1542 So one has to go back to call log. Click that message icon again and then a chat for that particular number opens up.,So one has to go back to call log. Click that message icon again and then a chat for that particular number opens up.,stratified_low_confidence,@123491 Thanks for bringing this to our attention. Can you tell us which iOS version this is occurring on please?,,,
golden_155,@AppleSupport Almost the entire time. Obviously not when I'm out from the house. I have fast internet (100mbs). Has been restoring for more than 2 weeks. I think I had used 150gb on the phone.,Almost the entire time. Obviously not when I'm out from the house. I have fast internet (100mbs). Has been restoring for more than 2 weeks. I think I had used 150gb on the phone.,stratified_low_confidence,"@141457 We want your device to work for you and we'll be happy to help out. Let's start by reviewing this great article: https://t.co/Lr8zUtw9ls
Let us know if that helps.",,,
golden_156,"@AppleSupport over 24 hours, yall have been no help.","over 24 hours, yall have been no help.",stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_157,@AppleSupport Yep. Through iphone.,Yep. Through iphone.,stratified_low_confidence,@148419 Is the iPhone activated and we're through all the set up screens? Please send us a DM so we can continue there. https://t.co/GDrqU22YpT,,,
golden_158,"@AppleSupport Just deleted and reinstalled the app, but it doesn’t make any difference","Just deleted and reinstalled the app, but it doesn’t make any difference",stratified_low_confidence,@119048 You did a great job going through those steps. DM us here to contiue further:,,,
golden_159,@AppleSupport why is my iphone not charging? i don’t got time for this shit dawg,why is my iphone not charging? i don’t got time for this shit dawg,stratified_low_confidence,"@123685 It's important for your iPhone to charge reliably. To start, check out these steps: https://t.co/uqxquyfdn0",,,
golden_160,"@AppleSupport Is there a new fishing email going around? I got a suspicious 1 saying I signed up for magic piano, no such thing on my device","Is there a new fishing email going around? I got a suspicious 1 saying I signed up for magic piano, no such thing on my device",stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_161,@115858 @AppleSupport : Electricity has started passing through my iPhone7plus.. When I hold my phone while charging.. literally I can feel current passing through it.. Very disappointing with this phone..,: Electricity has started passing through my iPhone7plus.. When I hold my phone while charging.. literally I can feel current passing through it.. Very disappointing with this phone..,stratified_low_confidence,@144686 Let's work together in DM where we can investigate the behavior you're experiencing. We're here for you. https://t.co/GDrqU22YpT,,,
golden_162,@AppleSupport just done that 👍,just done that 👍,stratified_low_confidence,"@123699 Perfect, thanks. Be sure to reach out if you need us again. Take care.",,,
golden_163,Okay my iPhone is recognizing my sleep pattern what the actual fuck @AppleSupport I’m creeped out,Okay my iPhone is recognizing my sleep pattern what the actual fuck I’m creeped out,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_164,@AppleSupport @115858 can you help or nah? https://t.co/1lAvjP9yu1,can you help or nah?,stratified_low_confidence,"@130261 We want to help you. DM us, and let us know what's going on. We'll look into this. https://t.co/GDrqU22YpT",,,
golden_165,@AppleSupport I️ have the latest software.,I️ have the latest software.,stratified_low_confidence,@127769 The latest iOS version that's out is iOS 11.1. We'll be more than happy to assist you further with this issue. Please DM us. https://t.co/GDrqU22YpT,,,
golden_166,"Bought a new macbook pro just 2 mounts ago and the ""n"" key isn't working properly. @115858 I'm coming.. 
@AppleSupport","Bought a new macbook pro just 2 mounts ago and the ""n"" key isn't working properly. I'm coming..",stratified_low_confidence,"@135081 We'd like to help. What happens when you press the ""n"" key currently? Does it not respond at all, or does it show the wrong letter? Let us know via DM. We'll go from there. https://t.co/GDrqU22YpT",,,
golden_167,"@AppleSupport Thank you for following up. I spoke with live chat support, and the device needs to be brought in. Thanks for the response.","Thank you for following up. I spoke with live chat support, and the device needs to be brought in. Thanks for the response.",stratified_low_confidence,@141084 You're welcome. We'll be here to help if you have questions in the future.,,,
golden_168,Hey @AppleSupport my keyboard is going haywire when I️ type I️ #help https://t.co/v7Tfc47sgK,Hey my keyboard is going haywire when I️ type I️ #help,stratified_low_confidence,@122932 We'd like to help. Which software version are you using on your iPhone?,,,
golden_169,"@AppleSupport  You get the worst customer service of the year award.  No calls, no emails, just empty #lies.  But that’s what is #expected from #Apple. https://t.co/vhymmLEpvq","You get the worst customer service of the year award. No calls, no emails, just empty #lies. But that’s what is #expected from #Apple.",stratified_low_confidence,@144024 We're glad you reached out and we definitely want to look into this. Send us a DM to get started: https://t.co/GDrqU22YpT,,,
golden_170,Why the website doesn’t work?! @115858 @AppleSupport,Why the website doesn’t work?!,stratified_low_confidence,@142518 Hi there. Which site are you trying to visit? Have you tried a different browser? Let us know.,,,
golden_171,@AppleSupport iPad is on 11.0.2 and iMac is 10.12.6. Same iCloud account on all devices,iPad is on 11.0.2 and iMac is 10.12.6. Same iCloud account on all devices,stratified_low_confidence,"@143491 Let's update your iPad to the latest version of iOS: https://t.co/80YRnjDFDk If the issue persists after updating, send us a DM and we will continue working with you. https://t.co/GDrqU22YpT",,,
golden_172,Why is it my Cloud Account has deleted items I had Not Moved into the Trash? Policy Violations by Illegitimate Assumed Power...@115858 @AppleSupport @2912 @136082 @136083 @4831 @120330 @136084 @131187 @119737 https://t.co/8OT2GR4Z46,Why is it my Cloud Account has deleted items I had Not Moved into the Trash? Policy Violations by Illegitimate Assumed Power...,stratified_low_confidence,@136081 That’s not what we’d like to hear. Can you start by letting us know more about what has happened in DM? We’d like to confirm what files were lost as well as the free available space on your iCloud account. You can follow the steps here: https://t.co/7vNd2QAL5s https://t.co/GDrqU22YpT,,,
golden_173,@AppleSupport why are my I️’s changing not showing up correctly on any of my social media platforms? https://t.co/GyRvpyVnkE,why are my I️’s changing not showing up correctly on any of my social media platforms?,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_174,@AppleSupport I need help with something related to iTunes :) can you help?,I need help with something related to iTunes :) can you help?,stratified_low_confidence,@151821 We'd be happy to help. What's going on with iTunes? Which device are you using iTunes on?,,,
golden_175,"@AppleSupport Hey guys, I did everything required (twice) to get the achievement for today and I still haven’t gotten it. Help?","Hey guys, I did everything required (twice) to get the achievement for today and I still haven’t gotten it. Help?",stratified_low_confidence,@142177 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,,,
golden_176,@AppleSupport I wanted to know if an iPhone 8 plus bought in USA will have a valid warranty in India?,I wanted to know if an iPhone 8 plus bought in USA will have a valid warranty in India?,stratified_low_confidence,"@152255 That's a great question, and the answer is yes. You can get the full Apple warranty details here: https://t.co/JkDd3a6A1y",,,
golden_177,@AppleSupport @115861 We’re going to need you to share the answers Angela. I️ can’t stand this!,We’re going to need you to share the answers Angela. I️ can’t stand this!,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_178,@AppleSupport why do I not have my October challenge ring after competition? 😡😡,why do I not have my October challenge ring after competition? 😡😡,stratified_low_confidence,"@117968 If you complete an achievement, but don't earn the award, you will earn the award within 9 days of completing the challenge.",,,
golden_179,@AppleSupport Control centre,Control centre,stratified_low_confidence,"@149734 That's expected behavior with iOS 11, for more information about the changes to Wi-Fi and Bluetooth in Control Center, check out the article we sent.",,,
golden_180,"the fix isn't available for my machine @115858 @AppleSupport !

https://t.co/GFRIfGPjon",the fix isn't available for my machine !,stratified_low_confidence,@136050 We understand the importance of your Mac's security. Let's look into this together in DM. Send us a message and we will follow up there. https://t.co/GDrqU22YpT,,,
golden_181,@AppleSupport Do I have to do an account recovery?? Which I have to wait 24 hours for??,Do I have to do an account recovery?? Which I have to wait 24 hours for??,stratified_low_confidence,"@125905 Recovery should only be used as a last step. First, contact our Account Security team by going to https://t.co/UJm15vmMM2",,,
golden_182,screw an apple device instead of the consumer. 90 days of ordeal and still counting!!! @7396 @AppleSupport @115858 https://t.co/YpPyDmimVN,screw an apple device instead of the consumer. 90 days of ordeal and still counting!!!,stratified_low_confidence,@148924 We'd like to hear more about what's happening and help any way we can. Please DM us a bit more detail about what's going on. https://t.co/GDrqU22YpT,,,
golden_183,"@AppleSupport Can we please stop this shite where clicking the WiFi button in the control centre doesn’t turn it off? 
Let me choose when I want it to come back!",Can we please stop this shite where clicking the WiFi button in the control centre doesn’t turn it off? Let me choose when I want it to come back!,stratified_low_confidence,"@142828 Thanks for reaching out to us for support. The way that works in Control Center has changed. Read more here, and DM if you need more help:

https://t.co/vzVz37YMv0 https://t.co/GDrqU22YpT",,,
golden_184,@AppleSupport @116333 i want put my apps down there. That’s not possible. It’s easier to reach rather than go to the top. https://t.co/Wsp6vBFlJm,i want put my apps down there. That’s not possible. It’s easier to reach rather than go to the top.,stratified_low_confidence,@128330 Try using Reachability. Lightly double-tap the Home button. This brings items at the top of the screen down to the lower half.,,,
golden_185,@AppleSupport Well if that don't beat all. Much obliged. A+ customer service. 👍,Well if that don't beat all. Much obliged. A+ customer service. 👍,stratified_low_confidence,"@142829 Happy we could help. If there's anything you need in the future, reach out. Take Care.",,,
golden_186,@AppleSupport  https://t.co/8TmQdma8bQ,,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_187,"@AppleSupport I know, it makes me sad. Nope, other sounds are fine. Just seems to be calls and texts (WhatsApp).. it’s very ad hoc!","I know, it makes me sad. Nope, other sounds are fine. Just seems to be calls and texts (WhatsApp).. it’s very ad hoc!",stratified_low_confidence,"@153193 Don't be sad, we're here to help you. Let's take a look at the App Store, do you have any updates listed for WhatsApp?",,,
golden_188,@AppleSupport Thank you will try now.,Thank you will try now.,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_189,"@AppleSupport I just did, same issue persists.","I just did, same issue persists.",stratified_low_confidence,@124894 Have you recently installed any Safari extensions? You can check this under Safari tab &gt; Preferences &gt; Extensions.,,,
golden_190,@AppleSupport @115858 I am waiting from 25 days for the issue in my iPhone to be resolved .how much time will it take?,I am waiting from 25 days for the issue in my iPhone to be resolved .how much time will it take?,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_191,@115858 @AppleSupport hello are all the lines closed for tonight #help,hello are all the lines closed for tonight #help,stratified_low_confidence,@115859 What's going on? We're hapy to help if we can. https://t.co/GDrqU22YpT,,,
golden_192,@144223 @AppleSupport 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_193,@143483 @AppleSupport I have the same problem. Would be interested in hearing about the solution.,I have the same problem. Would be interested in hearing about the solution.,stratified_low_confidence,@143482 We want to be sure you get the most out of your iPhone's performance. We're happy to help you. Which iOS are you running currently? You can go to Settings &gt; General &gt; About to locate the version.,,,
golden_194,@AppleSupport 6s + and version 11.1.2 but this ain’t the first time it’s happened.,6s + and version 11.1.2 but this ain’t the first time it’s happened.,stratified_low_confidence,"@134135 When you look in contacts, do you see any possible duplicates of a deleted number?",,,
golden_195,Why does my Siri sound fucked up!!! Anyone else having this problem?? @AppleSupport,Why does my Siri sound fucked up!!! Anyone else having this problem??,stratified_low_confidence,@139289 We'd be happy to look into this with you. Send us a DM and we'll continue working from there. https://t.co/GDrqU22YpT,,,
golden_196,@AppleSupport It's working now,It's working now,stratified_low_confidence,"@137628 Glad to hear that things are working as expected once again. Let us know if we can be of any other assistance, and have a wonderful rest of your day!",,,
golden_197,@AppleSupport When will fix the problem with activation (error 0xE8000013)? Or your phones are now disposable?,When will fix the problem with activation (error 0xE8000013)? Or your phones are now disposable?,stratified_low_confidence,@123523 Let's explore this in more details. Which device is exact iOS version are you using? When are you receiving this error?,,,
golden_198,@AppleSupport This wasn’t the case 4 hours ago though. I was using PayPal with the same Family Sharing Account quite happily until this morning...,This wasn’t the case 4 hours ago though. I was using PayPal with the same Family Sharing Account quite happily until this morning...,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_199,I can’t receive or send any texts all of a sudden.... wtf @115858 @AppleSupport @ATT @117735,I can’t receive or send any texts all of a sudden.... wtf,stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
golden_200,"@AppleSupport 👍🏼 but @115858 release another small phone as dimensions of 5s, it is very handy n comfortable to hold...com’on @115858 u can do that 😊","👍🏼 but release another small phone as dimensions of 5s, it is very handy n comfortable to hold...com’on u can do that 😊",stratified_low_confidence,We know how important your Apple device is. Please review support tips at https://support.apple.com.,,,
